extract_id,case_id,case_slug,source_id,source_type,page_or_section,extract_type,text_excerpt_or_paraphrase,supports_role,contradicts_role,supports_shrinkage,supports_split,supports_merge_or_rejection,notes
E029_003,29,029_lab_manuscript_cowriting,C029_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,AI drafting neither redistributes credit nor changes evaluation after quality is controlled,,Accountability and labor allocator; shrinking structural prose polisher,no,no,no,Falsification condition recorded from repository seed.
E029_004,29,029_lab_manuscript_cowriting,C029_P1,preprint,landing page / extracted text,method,"[2601.13187] Scientific production in the era of Large Language Models

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2601.13187
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Digital Libraries

arXiv:2601.13187
 (cs)
 

 [Submitted on 19 Jan 2026]

Title:
Scientific production in the era of Large Language Models

Authors:
Keigo Kusumegi
, 
Xinyu Yang
, 
Paul Ginsparg
, 
Mathijs de Vaan
, 
Toby Stuart
, 
Yian Yin
 
View a PDF of the paper titled Scientific production in the era of Large Language Models, by Keigo Kusumegi and 5 other authors

View PDF

Abstract:
Large Language Models (LLMs) are rapidly reshaping scientific research. We analyze these changes in multiple, large-scale datasets with 2.1M preprints, 28K peer review reports, and 24",Accountability and labor allocator; shrinking structural prose polisher,,no,no,no,Auto-extracted text snippet from collected source.
E030_001,30,030_structured_ai_disclosure_daisy,C030_REGISTRY,registry_workbook_entry,Repository row,role_claim,Use DAISY to test whether structured disclosure changes what authors report about AI use and how they experience responsibility for it.,Accountability and labor allocator; protocol and provenance architect,,no,no,yes,Workbook seed description preserved for provenance.
E030_002,30,030_structured_ai_disclosure_daisy,C030_REGISTRY,registry_workbook_entry,Repository row,counterevidence,"The case studies disclosure, not truthfulness of underlying self-report",,Accountability and labor allocator; protocol and provenance architect,no,no,no,Repository curation note captured as rival explanation / caution.
E030_003,30,030_structured_ai_disclosure_daisy,C030_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Structured disclosure does not change what authors report or how complete reports become,,Accountability and labor allocator; protocol and provenance architect,no,no,no,Falsification condition recorded from repository seed.
E030_004,30,030_structured_ai_disclosure_daisy,C030_P1,preprint,landing page / extracted text,method,"[2604.02760] AI Disclosure with DAISY

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2604.02760
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Human-Computer Interaction

arXiv:2604.02760
 (cs)
 

 [Submitted on 3 Apr 2026]

Title:
AI Disclosure with DAISY

Authors:
Yoana Ahmetoglu
, 
Marios Constantinides
, 
Anna Cox
 
View a PDF of the paper titled AI Disclosure with DAISY, by Yoana Ahmetoglu and 1 other authors

View PDF

HTML (experimental)

Abstract:
The use of AI tools in research is becoming routine, alongside growing consensus that such use should be transparently disclosed. However, AI disclosure statements remain rare and inconsistent, with policies offering limited guidance and authors facing social, cognitive, and emotional barri",Accountability and labor allocator; protocol and provenance architect,,no,no,yes,Auto-extracted text snippet from collected source.
E031_001,31,031_project_rachel_authorship_boundary,C031_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Study how publishers, reviewers, and citation networks respond when AI is packaged as a named scholarly author.",Accountability and labor allocator; relevance adjudicator,,no,no,no,Workbook seed description preserved for provenance.
E031_002,31,031_project_rachel_authorship_boundary,C031_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Project Rachel is provocative and small-scale; it may overstate institutional reaction,,Accountability and labor allocator; relevance adjudicator,no,no,no,Repository curation note captured as rival explanation / caution.
E031_003,31,031_project_rachel_authorship_boundary,C031_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,The scholarly ecosystem treats AI authorship no differently from AI-assisted human authorship,,Accountability and labor allocator; relevance adjudicator,no,no,no,Falsification condition recorded from repository seed.
E031_004,31,031_project_rachel_authorship_boundary,C031_P1,preprint,landing page / extracted text,method,"[2511.14819] Project Rachel: Can an AI Become a Scholarly Author?

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2511.14819
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Artificial Intelligence

arXiv:2511.14819
 (cs)
 

 [Submitted on 18 Nov 2025 (
v1
), last revised 28 Dec 2025 (this version, v2)]

Title:
Project Rachel: Can an AI Become a Scholarly Author?

Authors:
Martin Monperrus
, 
Benoit Baudry
, 
Clément Vidal
 
View a PDF of the paper titled Project Rachel: Can an AI Become a Scholarly Author?, by Martin Monperrus and Benoit Baudry and Cl\'ement Vidal

View PDF

HTML (experimental)

Abstract:
This paper documents Project Rachel, an action research study that created and tracked a complete AI academic identity named Rachel So. Thro",Accountability and labor allocator; relevance adjudicator,,no,no,no,Auto-extracted text snippet from collected source.
E032_001,32,032_ai_scientist_boundary_cases,C032_REGISTRY,registry_workbook_entry,Repository row,role_claim,Use fully automated scientific-discovery systems as boundary cases to see which role claims are social-science-specific and which generalize across autonomous research.,Protocol and provenance architect; accountability and labor allocator; relevance adjudicator,,no,no,no,Workbook seed description preserved for provenance.
E032_002,32,032_ai_scientist_boundary_cases,C032_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Most evidence comes from AI/ML research rather than social science,,Protocol and provenance architect; accountability and labor allocator; relevance adjudicator,no,no,no,Repository curation note captured as rival explanation / caution.
E032_003,32,032_ai_scientist_boundary_cases,C032_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Autonomous systems generalize cleanly to social-science workflows without role-specific adjustments,,Protocol and provenance architect; accountability and labor allocator; relevance adjudicator,no,no,no,Falsification condition recorded from repository seed.
E032_004,32,032_ai_scientist_boundary_cases,C032_P1,preprint,landing page / extracted text,method,"[2408.06292] The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2408.06292
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Artificial Intelligence

arXiv:2408.06292
 (cs)
 

 [Submitted on 12 Aug 2024 (
v1
), last revised 1 Sep 2024 (this version, v3)]

Title:
The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery

Authors:
Chris Lu
, 
Cong Lu
, 
Robert Tjarko Lange
, 
Jakob Foerster
, 
Jeff Clune
, 
David Ha
 
View a PDF of the paper titled The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery, by Chris Lu and 5 other authors

View PDF

Abstract:
One of the grand challenges of artificial general intelligence is developing agents capab",Protocol and provenance architect; accountability and labor allocator; relevance adjudicator,,no,no,no,Auto-extracted text snippet from collected source.
E033_001,33,033_deep_research_policy_reconnaissance,C033_REGISTRY,registry_workbook_entry,Repository row,role_claim,Adapt long-horizon web-research agents to frozen or live policy-literature tasks and examine when human source-boundary decisions still dominate.,Corpus pluralist; protocol and provenance architect,,no,no,no,Workbook seed description preserved for provenance.
E033_002,33,033_deep_research_policy_reconnaissance,C033_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Current deep-research benchmarks are not social-science-specific and often use frozen web corpora,,Corpus pluralist; protocol and provenance architect,no,no,no,Repository curation note captured as rival explanation / caution.
E033_003,33,033_deep_research_policy_reconnaissance,C033_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Agentic research produces equally diverse and well-grounded corpora without human boundary setting,,Corpus pluralist; protocol and provenance architect,no,no,no,Falsification condition recorded from repository seed.
E033_004,33,033_deep_research_policy_reconnaissance,C033_P1,preprint,landing page / extracted text,method,"[2506.06287] Deep Research Bench: Evaluating AI Web Research Agents

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2506.06287
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Artificial Intelligence

arXiv:2506.06287
 (cs)
 

 [Submitted on 6 May 2025]

Title:
Deep Research Bench: Evaluating AI Web Research Agents

Authors:
FutureSearch
: 
Nikos I. Bosse
, 
Jon Evans
, 
Robert G. Gambee
, 
Daniel Hnyk
, 
Peter Mühlbacher
, 
Lawrence Phillips
, 
Dan Schwarz
, 
Jack Wildman
 
View a PDF of the paper titled Deep Research Bench: Evaluating AI Web Research Agents, by FutureSearch: Nikos I. Bosse and 7 other authors

View PDF

Abstract:
Amongst the most common use cases of modern AI is LLM chat with web search enabled. However, no direct evaluations",Corpus pluralist; protocol and provenance architect,,no,no,no,Auto-extracted text snippet from collected source.
E034_001,34,034_agentsociety_transportability_boundary,C034_REGISTRY,registry_workbook_entry,Repository row,role_claim,Use large-scale LLM social simulation to test whether calibration and transportability become separate human roles when simulated societies are used for policy insight.,Calibration architect; counterfactual and transportability judge,,no,yes,no,Workbook seed description preserved for provenance.
E034_002,34,034_agentsociety_transportability_boundary,C034_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Agent-based simulations may look realistic while still missing institutional mechanisms,,Calibration architect; counterfactual and transportability judge,no,no,no,Repository curation note captured as rival explanation / caution.
E034_003,34,034_agentsociety_transportability_boundary,C034_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Simulation outputs transport reliably enough that calibration and transportability collapse into one role,,Calibration architect; counterfactual and transportability judge,no,no,no,Falsification condition recorded from repository seed.
E034_004,34,034_agentsociety_transportability_boundary,C034_P1,preprint,landing page / extracted text,method,"[2502.08691] AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2502.08691
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Social and Information Networks

arXiv:2502.08691
 (cs)
 

 [Submitted on 12 Feb 2025]

Title:
AgentSociety: Large-Scale Simulation of LLM-Driven Generative Agents Advances Understanding of Human Behaviors and Society

Authors:
Jinghua Piao
, 
Yuwei Yan
, 
Jun Zhang
, 
Nian Li
, 
Junbo Yan
, 
Xiaochong Lan
, 
Zhihong Lu
, 
Zhiheng Zheng
, 
Jing Yi Wang
, 
Di Zhou
, 
Chen Gao
, 
Fengli Xu
, 
Fang Zhang
, 
Ke Rong
, 
Jun Su
, 
Yong Li
 
View a PDF of the paper titled AgentSociety: Large-Scale Simulation of",Calibration architect; counterfactual and transportability judge,,no,yes,no,Auto-extracted text snippet from collected source.
E035_001,35,035_doctoral_student_ai_use,C035_REGISTRY,registry_workbook_entry,Repository row,role_claim,"Use doctoral-student AI adoption patterns to identify where training shifts from prompt fluency to provenance, validation, and calibration are most needed.",Protocol and provenance architect; accountability and labor allocator,,no,no,no,Workbook seed description preserved for provenance.
E035_002,35,035_doctoral_student_ai_use,C035_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Self-reports may not match actual workflow traces,,Protocol and provenance architect; accountability and labor allocator,no,no,no,Repository curation note captured as rival explanation / caution.
E035_003,35,035_doctoral_student_ai_use,C035_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Prompt-centric training performs as well as provenance- and validation-centric training expectations,,Protocol and provenance architect; accountability and labor allocator,no,no,no,Falsification condition recorded from repository seed.
E035_004,35,035_doctoral_student_ai_use,C035_P1,journal article,landing page / extracted text,method,Just a moment...,Protocol and provenance architect; accountability and labor allocator,,no,no,no,Auto-extracted text snippet from collected source.
E036_001,36,036_predictive_design_course,C036_REGISTRY,registry_workbook_entry,Repository row,role_claim,Randomize doctoral or advanced methods students to standard design training versus predictive-AI-plus-provenance training to see which role distinctions are teachable.,Counterfactual and transportability judge; calibration architect; protocol and provenance architect,,no,yes,no,Workbook seed description preserved for provenance.
E036_002,36,036_predictive_design_course,C036_REGISTRY,registry_workbook_entry,Repository row,counterevidence,Artificial classroom settings may not map to real lab or dissertation pressures,,Counterfactual and transportability judge; calibration architect; protocol and provenance architect,no,no,no,Repository curation note captured as rival explanation / caution.
E036_003,36,036_predictive_design_course,C036_REGISTRY,registry_workbook_entry,Repository row,boundary_condition,Students trained mainly in prompting perform just as well on identification and provenance tasks,,Counterfactual and transportability judge; calibration architect; protocol and provenance architect,no,no,no,Falsification condition recorded from repository seed.
E036_004,36,036_predictive_design_course,C036_P1,preprint,landing page / extracted text,method,"[2504.01167] Predicting Field Experiments with Large Language Models

 
 

Skip to main content

Learn about arXiv becoming an independent nonprofit.

We gratefully acknowledge support from the Simons Foundation, 
member institutions
, and all contributors.

Donate

 
>
 
cs
 
>
 arXiv:2504.01167
 

Help
 | 
Advanced Search

All fields

Title

Author

Abstract

Comments

Journal reference

ACM classification

MSC classification

Report number

arXiv identifier

DOI

ORCID

arXiv author ID

Help pages

Full text

Search

open search

GO

open navigation menu

quick links

Login

Help Pages

About

Computer Science > Computers and Society

arXiv:2504.01167
 (cs)
 

 [Submitted on 1 Apr 2025 (
v1
), last revised 21 May 2025 (this version, v3)]

Title:
Predicting Field Experiments with Large Language Models

Authors:
Yaoyu Chen
, 
Yuheng Hu
, 
Yingda Lu
 
View a PDF of the paper titled Predicting Field Experiments with Large Language Models, by Yaoyu Chen and 2 other authors

View PDF

HTML (experimental)

Abstract:
Large language models (LLMs) have demonstrated unprecedented emergent capabilities, including content generation, translation, and simulation of human behavior. Field exper",Counterfactual and transportability judge; calibration architect; protocol and provenance architect,,no,yes,no,Auto-extracted text snippet from collected source.
